#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"halophilic archaeon J07HB67","Archaea;Euryarchaeota;Stenosarchaea group","","SAMN01940911","PRJNA70861","GCA_000416105.1","Scaffold",2.64955,64,,"AGCZ01",3,2833,"2013-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/416/105/GCA_000416105.1_J07AB_HB67select","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/416/105/GCF_000416105.1_J07AB_HB67select"
"Aigarchaeota archaeon JGI 0000106-J15","Archaea;TACK group;Thaumarchaeota","JGI 0000106-J15","SAMN02440925","PRJNA192397","GCA_000405685.1","Contig",1.08532,37.9,,"ASPF01",34,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/685/GCA_000405685.1_ASM40568v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/405/685/GCF_000405685.1_ASM40568v1"
"Thaumarchaeota archaeon SCGC AB-179-E04","Archaea;TACK group;Thaumarchaeota","SCGC AB-179-E04","SAMN02440928","PRJNA192508","GCA_000405745.1","Contig",0.29149,45.9,,"ASPK01",20,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/745/GCA_000405745.1_ASM40574v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/405/745/GCF_000405745.1_ASM40574v1"
"Aigarchaeota archaeon JGI 0000001-B8","Archaea;TACK group;Thaumarchaeota","JGI 0000001-B8","SAMN02440926","PRJNA192537","GCA_000405765.1","Contig",0.373687,62.2,,"ASPG01",36,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/765/GCA_000405765.1_ASM40576v1",
"Aigarchaeota archaeon SCGC AAA471-F17","Archaea;TACK group;Thaumarchaeota","SCGC AAA471-F17","SAMN02440937","PRJNA192307","GCA_000405905.1","Contig",0.741841,62.1,,"ASPD01",43,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/905/GCA_000405905.1_ASM40590v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/405/905/GCF_000405905.1_ASM40590v1"
"Aigarchaeota archaeon SCGC AAA471-I13","Archaea;TACK group;Thaumarchaeota","SCGC AAA471-I13","SAMN02441257","PRJNA192309","GCA_000405925.1","Contig",0.164795,61.2,,"ASPE01",18,0,"2013-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/405/925/GCA_000405925.1_ASM40592v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/405/925/GCF_000405925.1_ASM40592v1"
"Candidatus Iainarchaeum andersonii SCGC AAA011-E11","Archaea;DPANN group;Candidatus Diapherotrites","SCGC AAA011-E11","SAMN02441399","PRJNA192465","GCA_000402355.1","Contig",1.09804,47.4,,"AQRS01",43,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/355/GCA_000402355.1_ASM40235v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/402/355/GCF_000402355.1_ASM40235v1"
"Aigarchaeota archaeon SCGC AAA471-E14","Archaea;TACK group;Thaumarchaeota","SCGC AAA471-E14","SAMN02441745","PRJNA192288","GCA_000402965.1","Contig",0.703726,54.8,,"AQTA01",58,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/965/GCA_000402965.1_ASM40296v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/402/965/GCF_000402965.1_ASM40296v1"
"Aigarchaeota archaeon SCGC AAA471-D15","Archaea;TACK group;Thaumarchaeota","SCGC AAA471-D15","SAMN02440400","PRJNA192287","GCA_000402915.1","Contig",0.667371,61.8,,"AQTB01",53,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/915/GCA_000402915.1_ASM40291v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/402/915/GCF_000402915.1_ASM40291v1"
"Aigarchaeota archaeon SCGC AAA471-B22","Archaea;TACK group;Thaumarchaeota","SCGC AAA471-B22","SAMN02441064","PRJNA192283","GCA_000402935.1","Contig",0.267561,61.6,,"AQTD01",17,0,"2013-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/935/GCA_000402935.1_ASM40293v1",
"Candidatus Nitrosotenuis chungbukensis","Archaea;TACK group;Thaumarchaeota","MY2","SAMN02767256","PRJNA210247","GCA_000685395.1","Contig",1.76297,41.8,,"AVSQ01",24,1951,"2014-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/395/GCA_000685395.1_NKMY2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/395/GCF_000685395.1_NKMY2"
"Marine Group I thaumarchaeote SCGC AAA799-N04","Archaea;TACK group;Thaumarchaeota","SCGC AAA799-N04","SAMN02854326","PRJNA248337","GCA_000722915.1","Scaffold",1.29672,34.2,,"JOKN01",119,1767,"2014-07-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/915/GCA_000722915.1_ASM72291v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/915/GCF_000722915.1_ASM72291v1"
"Candidatus Nitrosotenuis uzonensis","Archaea;TACK group;Thaumarchaeota","N4","SAMEA3139018","PRJEB4650","GCA_000723185.1","Contig",1.63613,42.2,,"CBTY01",14,1854,"2013-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/185/GCA_000723185.1_APF_1883_PRJEB4650","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/185/GCF_000723185.1_APF_1883_PRJEB4650"
"Marine Group I thaumarchaeote SCGC AAA799-E16","Archaea;TACK group;Thaumarchaeota","SCGC AAA799-E16","SAMN02851527","PRJNA248336","GCA_000724145.1","Scaffold",1.41532,34.2,,"JNVL01",167,1910,"2014-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/145/GCA_000724145.1_ASM72414v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/145/GCF_000724145.1_ASM72414v1"
"Nanohaloarchaea archaeon AB578-D14","Archaea;Euryarchaeota;Stenosarchaea group","AB578-D14","SAMN02369553","PRJNA222265","GCA_000740075.1","Contig",1.02854,52.5,,"AYGT01",962,0,"2014-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/740/075/GCA_000740075.1_ASM74007v1",
"Marine Group I thaumarchaeote SCGC AAA799-B03","Archaea;TACK group;Thaumarchaeota","SCGC AAA799-B03","SAMN02869637","PRJNA248330","GCA_000746785.1","Scaffold",1.00395,33.7,,"JOTA01",101,1346,"2014-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/785/GCA_000746785.1_ASM74678v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/785/GCF_000746785.1_ASM74678v1"
"Marine Group I thaumarchaeote SCGC AAA799-D11","Archaea;TACK group;Thaumarchaeota","SCGC AAA799-D11","SAMN02869596","PRJNA248333","GCA_000746765.1","Contig",1.36064,34.3,,"JOSY01",77,1732,"2014-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/765/GCA_000746765.1_ASM74676v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/765/GCF_000746765.1_ASM74676v1"
"Marine Group I thaumarchaeote SCGC AAA799-O18","Archaea;TACK group;Thaumarchaeota","SCGC AAA799-O18","SAMN02869643","PRJNA248338","GCA_000746705.1","Scaffold",0.522768,34.7,,"JOTC01",50,697,"2014-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/705/GCA_000746705.1_ASM74670v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/705/GCF_000746705.1_ASM74670v1"
"Marine Group I thaumarchaeote SCGC RSA3","Archaea;TACK group;Thaumarchaeota","SCGC RSA3","SAMN02869648","PRJNA248555","GCA_000746745.1","Contig",1.85193,34,,"JOTD01",109,2412,"2014-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/745/GCA_000746745.1_ASM74674v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/745/GCF_000746745.1_ASM74674v1"
"Marine Group I thaumarchaeote SCGC AAA799-D07","Archaea;TACK group;Thaumarchaeota","SCGC AAA799-D07","SAMN02869639","PRJNA248331","GCA_000746695.1","Contig",0.435918,33.9,,"JOTB01",33,562,"2014-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/695/GCA_000746695.1_ASM74669v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/695/GCF_000746695.1_ASM74669v1"
"Marine Group I thaumarchaeote SCGC AAA799-P11","Archaea;TACK group;Thaumarchaeota","SCGC AAA799-P11","SAMN02869628","PRJNA248339","GCA_000746685.1","Scaffold",1.08105,33.7,,"JOSZ01",111,1433,"2014-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/685/GCA_000746685.1_ASM74668v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/685/GCF_000746685.1_ASM74668v1"
"Candidatus Nitrosopelagicus brevis","Archaea;TACK group;Thaumarchaeota","CN25","SAMN03273964","PRJNA223412","GCA_000812185.1","Complete",1.23213,33.2,"chromosome:NZ_CP007026.1/CP007026.1",,1,1408,"2014-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/185/GCA_000812185.1_ASM81218v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/185/GCF_000812185.1_ASM81218v1"
"Acidiplasma sp. MBA-1","Archaea;Euryarchaeota;Diaforarchaea group","MBA-1","SAMN03333330","PRJNA274893","GCA_000949015.1","Contig",1.74736,34,,"JYHS01",9,1750,"2015-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/949/015/GCA_000949015.1_ASM94901v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/949/015/GCF_000949015.1_ASM94901v1"
"Candidatus Nitrosotenuis cloacae","Archaea;TACK group;Thaumarchaeota","SAT1","SAMN03286947","PRJNA272771","GCA_000955905.3","Complete",1.62016,41,"chromosome:NZ_CP011097.1/CP011097.2",,1,1796,"2015-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/955/905/GCA_000955905.3_ASM95590v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/905/GCF_000955905.1_ASM95590v3"
"miscellaneous Crenarchaeota group-1 archaeon SG8-32-1","Archaea;TACK group;Candidatus Bathyarchaeota","SG8-32-1","SAMN03793025","PRJNA270657","GCA_001273345.1","Contig",1.07846,36.7,,"LFWU01",164,1117,"2015-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/345/GCA_001273345.1_ASM127334v1",
"miscellaneous Crenarchaeota group-1 archaeon SG8-32-3","Archaea;TACK group;Candidatus Bathyarchaeota","SG8-32-3","SAMN03793026","PRJNA270657","GCA_001273335.1","Contig",0.668322,44,,"LFWV01",47,640,"2015-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/335/GCA_001273335.1_ASM127333v1",
"miscellaneous Crenarchaeota group archaeon SMTZ1-55","Archaea;TACK group;Candidatus Bathyarchaeota","SMTZ1-55","SAMN03793028","PRJNA270657","GCA_001273375.1","Scaffold",1.257,55,,"LFWX01",128,1122,"2015-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/375/GCA_001273375.1_ASM127337v1",
"miscellaneous Crenarchaeota group-6 archaeon AD8-1","Archaea;TACK group;Candidatus Bathyarchaeota","AD8-1","SAMN03793027","PRJNA270657","GCA_001273385.1","Contig",1.58381,32.4,,"LFWW01",83,1505,"2015-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/385/GCA_001273385.1_ASM127338v1",
"miscellaneous Crenarchaeota group-15 archaeon DG-45","Archaea;TACK group;Candidatus Bathyarchaeota","DG-45","SAMN03793030","PRJNA270657","GCA_001273415.1","Scaffold",1.42327,62.1,,"LFWZ01",77,1314,"2015-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/415/GCA_001273415.1_ASM127341v1",
"miscellaneous Crenarchaeota group archaeon SMTZ-80","Archaea;TACK group;Candidatus Bathyarchaeota","SMTZ-80","SAMN03793029","PRJNA270657","GCA_001273495.1","Contig",1.51019,34.5,,"LFWY01",60,1369,"2015-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/495/GCA_001273495.1_ASM127349v1",
"Candidatus Bathyarchaeota archaeon BA2","Archaea;TACK group;Candidatus Bathyarchaeota","BA2","SAMN03983875","PRJNA291107","GCA_001399795.1","Scaffold",1.45569,44.2,,"LIHK01",57,1761,"2015-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/795/GCA_001399795.1_ASM139979v1",
"Candidatus Bathyarchaeota archaeon BA1","Archaea;TACK group;Candidatus Bathyarchaeota","BA1","SAMN03983874","PRJNA291107","GCA_001399805.1","Scaffold",1.93171,47.1,,"LIHJ01",89,2403,"2015-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/805/GCA_001399805.1_ASM139980v1",
"Methanolinea sp. UBA277","Archaea;Euryarchaeota;Stenosarchaea group","UBA277","SAMN06027535","PRJNA348753","GCA_002499905.1","Scaffold",1.95487,57.4,,"DANP01",28,0,"2017-10-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/905/GCA_002499905.1_ASM249990v1",
"Methanomassiliicoccales archaeon RumEn M2","Archaea;Euryarchaeota;Diaforarchaea group","RumEn M2","SAMN04038610","PRJNA295008","GCA_001421175.1","Contig",1.2808,54.6,,"LJKL01",18,1175,"2015-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/421/175/GCA_001421175.1_ASM142117v1",
"Methanomassiliicoccales archaeon RumEn M1","Archaea;Euryarchaeota;Diaforarchaea group","RumEn M1","SAMN04038609","PRJNA295008","GCA_001421185.1","Contig",2.12103,62.1,,"LJKK01",182,1877,"2015-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/421/185/GCA_001421185.1_ASM142118v1",
"Thaumarchaeota archaeon CSP1-1","Archaea;TACK group;Thaumarchaeota","CSP1-1","SAMN03462092","PRJNA262935","GCA_001443365.1","Scaffold",1.35843,34.4,,"LDXL01",10,1652,"2015-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/365/GCA_001443365.1_ASM144336v1",
"Thermococcales archaeon 44_46","Archaea;Euryarchaeota;Thermococci","44_46","SAMN03445118","PRJNA278302","GCA_001507935.1","Contig",1.69512,43.5,,"LGET01",272,1987,"2016-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/935/GCA_001507935.1_ASM150793v1",
"Methanobacteriaceae archaeon 41_258","Archaea;Euryarchaeota;Methanomada group","41_258","SAMN03445119","PRJNA278302","GCA_001507955.1","Contig",1.35651,40.7,,"LGEU01",169,1599,"2016-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/507/955/GCA_001507955.1_ASM150795v1",
"Methanosarcinales archeaon 56_1174","Archaea;Euryarchaeota;Stenosarchaea group","56_1174","SAMN03445137","PRJNA278302","GCA_001508185.1","Contig",1.34075,55.5,,"LGFK01",59,1462,"2016-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/185/GCA_001508185.1_ASM150818v1",
"Methanocalculus sp. MSAO_Arc1","Archaea;Euryarchaeota;Stenosarchaea group","MSAO_Arc1","SAMN09770002","PRJNA484800","GCA_003838185.1","Contig",1.78043,52.7,,"QZAD01",127,1877,"2018-11-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/838/185/GCA_003838185.1_ASM383818v1",
"Methanomicrobiales archaeon 53_19","Archaea;Euryarchaeota;Stenosarchaea group","53_19","SAMN03445186","PRJNA278302","GCA_001508695.1","Scaffold",2.62923,52.5,,"LGHF01",286,2864,"2016-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/695/GCA_001508695.1_ASM150869v1",
"Thaumarchaeota archaeon casp-thauma1","Archaea;TACK group;Thaumarchaeota","casp-thauma1","SAMN03733542","PRJNA279271","GCA_001510225.1","Contig",1.041,30.3,,"LFEW01",29,0,"2015-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/510/225/GCA_001510225.1_ASM151022v1",
"Thaumarchaeota archaeon casp-thauma3","Archaea;TACK group;Thaumarchaeota","casp-thauma3","SAMN03733545","PRJNA279271","GCA_001510275.1","Contig",1.22116,32.8,,"LFEY01",31,0,"2015-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/510/275/GCA_001510275.1_ASM151027v1",
"Thaumarchaeota archaeon casp-thauma4","Archaea;TACK group;Thaumarchaeota","casp-thauma4","SAMN03733546","PRJNA279271","GCA_001510295.1","Contig",0.661324,32.5,,"LFEZ01",25,0,"2015-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/510/295/GCA_001510295.1_ASM151029v1",
"Methanomicrobia archaeon DTU008","Archaea;Euryarchaeota;Stenosarchaea group","DTU008","SAMN03787326","PRJNA283298","GCA_001512965.1","Scaffold",1.76231,58.8,,"LFRW01",59,0,"2016-01-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/512/965/GCA_001512965.1_ASM151296v1",
"Hadesarchaea archaeon DG-33","Archaea;Euryarchaeota;Hadesarchaea","DG-33","SAMN04385803","PRJNA270657","GCA_001515185.1","Scaffold",0.786381,50.5,,"LQHI01",77,862,"2016-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/185/GCA_001515185.1_DG-33",
"Hadesarchaea archaeon YNP_45","Archaea;Euryarchaeota;Hadesarchaea","YNP_45","SAMN04159681","PRJNA298487","GCA_001515205.2","Contig",1.23113,54.8,,"LQMQ01",64,1281,"2016-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/205/GCA_001515205.2_ASM151520v2",
"Hadesarchaea archaeon DG-33-1","Archaea;Euryarchaeota;Hadesarchaea","DG-33-1","SAMN04385804","PRJNA270657","GCA_001515195.1","Scaffold",0.928769,51.2,,"LQHJ01",53,951,"2016-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/195/GCA_001515195.1_DG-33-1",
"Hadesarchaea archaeon YNP_N21","Archaea;Euryarchaeota;Hadesarchaea","YNP_N21","SAMN04159680","PRJNA298487","GCA_001515215.1","Contig",1.2062,48.7,,"LQMP01",36,1238,"2016-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/215/GCA_001515215.1_metagenomics_assembly",
"Caldivirga sp. MU80","Archaea;TACK group;Crenarchaeota","MU80","SAMN03580834","PRJNA282926","GCA_001663375.1","Contig",2.26047,48.5,,"LCTF01",86,2161,"2016-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/375/GCA_001663375.1_ASM166337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/375/GCF_001663375.1_ASM166337v1"
"Candidatus Nanopusillus acidilobi","Archaea;DPANN group;Nanoarchaeota","7A","SAMN03173949","PRJNA266727","GCA_001552015.1","Complete",0.605887,24.2,"chromosome:CP010514.1",,1,587,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/552/015/GCA_001552015.1_ASM155201v1",
"methanogenic archaeon ISO4-H5","Archaea;Euryarchaeota;Diaforarchaea group","ISO4-H5","SAMN03976563","PRJNA292473","GCA_001560915.1","Complete",1.93788,54,"chromosome:NZ_CP014214.1/CP014214.1",,1,1795,"2016-02-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/560/915/GCA_001560915.1_ASM156091v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/915/GCF_001560915.1_ASM156091v1"
"methanogenic archaeon mixed culture ISO4-G1","Archaea;Euryarchaeota;Stenosarchaea group","ISO4-G1","SAMN04324260","PRJNA305317","GCA_001563305.1"," Chromosome",1.5935,55.5,"chromosome:CP013703.1",,1,1500,"2016-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/305/GCA_001563305.1_ASM156330v1",
"Haloferacaceae archaeon B1-Br10_E2g22","Archaea;Euryarchaeota;Stenosarchaea group","B1-Br10_E2g22","SAMN04123324","PRJNA286221","GCA_001563795.1","Contig",2.36824,57.8,,"LKML01",152,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/795/GCA_001563795.1_ASM156379v1",
"Natrialbaceae archaeon B1-Br10_E2g2","Archaea;Euryarchaeota;Stenosarchaea group","B1-Br10_E2g2","SAMN04123323","PRJNA286221","GCA_001563805.1","Contig",2.87498,65.7,,"LKMK01",251,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/805/GCA_001563805.1_ASM156380v1",
"Nanohaloarchaea archaeon B1-Br10_U2g1","Archaea;Euryarchaeota;Stenosarchaea group","B1-Br10_U2g1","SAMN04124417","PRJNA286221","GCA_001563875.1","Contig",0.709831,42.6,,"LKMN01",26,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/875/GCA_001563875.1_ASM156387v1",
"Natrialbaceae archaeon B1-Br10_E2g27","Archaea;Euryarchaeota;Stenosarchaea group","B1-Br10_E2g27","SAMN04124416","PRJNA286221","GCA_001563885.1","Contig",2.00621,59.9,,"LKMM01",207,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/885/GCA_001563885.1_ASM156388v1",
"Nanohaloarchaea archaeon B1-Br10_U2g19","Archaea;Euryarchaeota;Stenosarchaea group","B1-Br10_U2g19","SAMN04124418","PRJNA286221","GCA_001563905.1","Contig",0.662884,41,,"LKMO01",35,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/905/GCA_001563905.1_ASM156390v1",
"Nanohaloarchaea archaeon B1-Br10_U2g21","Archaea;Euryarchaeota;Stenosarchaea group","B1-Br10_U2g21","SAMN04124421","PRJNA286221","GCA_001563915.1","Contig",0.815638,39.4,,"LKMP01",24,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/915/GCA_001563915.1_ASM156391v1",
"Natrialbaceae archaeon PL-Br10_E2g26","Archaea;Euryarchaeota;Stenosarchaea group","PL-Br10_E2g26","SAMN04124447","PRJNA286221","GCA_001563955.1","Contig",1.46345,60.3,,"LKMR01",167,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/955/GCA_001563955.1_ASM156395v1",
"Haloferacaceae archaeon PL-Br10_E2g29","Archaea;Euryarchaeota;Stenosarchaea group","PL-Br10_E2g29","SAMN04124448","PRJNA286221","GCA_001563965.1","Contig",1.27824,62.2,,"LKMS01",134,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/965/GCA_001563965.1_ASM156396v1",
"Nanohaloarchaea archaeon PL-Br10_U2g16","Archaea;Euryarchaeota;Stenosarchaea group","PL-Br10_U2g16","SAMN04124452","PRJNA286221","GCA_001563995.1","Contig",0.652532,42.2,,"LKMV01",54,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/995/GCA_001563995.1_ASM156399v1",
"Nanohaloarchaea archaeon PL-Br10_U2g27","Archaea;Euryarchaeota;Stenosarchaea group","PL-Br10_U2g27","SAMN04124454","PRJNA286221","GCA_001564035.1","Contig",0.581882,43.2,,"LKMX01",52,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/035/GCA_001564035.1_ASM156403v1",
"Haloferacaceae archaeon Tc-Br11_E2g18","Archaea;Euryarchaeota;Stenosarchaea group","Tc-Br11_E2g18","SAMN04125313","PRJNA286221","GCA_001564085.1","Contig",1.27239,66.8,,"LKNE01",139,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/085/GCA_001564085.1_ASM156408v1",
"Natrialbaceae archaeon Tc-Br11_E2g8","Archaea;Euryarchaeota;Stenosarchaea group","Tc-Br11_E2g8","SAMN04125315","PRJNA286221","GCA_001564115.1","Contig",2.2878,68.6,,"LKNG01",192,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/115/GCA_001564115.1_ASM156411v1",
"Nanohaloarchaea archaeon B1-Br10_U2g29","Archaea;Euryarchaeota;Stenosarchaea group","B1-Br10_U2g29","SAMN04124435","PRJNA286221","GCA_001564145.1","Contig",0.526182,40.1,,"LKMQ01",35,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/145/GCA_001564145.1_ASM156414v1",
"Haloferacaceae archaeon PL-Br10_E2g46","Archaea;Euryarchaeota;Stenosarchaea group","PL-Br10_E2g46","SAMN04124449","PRJNA286221","GCA_001564175.1","Contig",1.44316,51,,"LKMT01",171,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/175/GCA_001564175.1_ASM156417v1",
"Nanohaloarchaea archaeon PL-Br10_U2g19","Archaea;Euryarchaeota;Stenosarchaea group","PL-Br10_U2g19","SAMN04124453","PRJNA286221","GCA_001564195.1","Contig",0.758571,42.4,,"LKMW01",55,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/195/GCA_001564195.1_ASM156419v1",
"Nanohaloarchaea archaeon PL-Br10_U2g5","Archaea;Euryarchaeota;Stenosarchaea group","PL-Br10_U2g5","SAMN04124455","PRJNA286221","GCA_001564205.1","Contig",1.48085,64.5,,"LKMY01",160,0,"2016-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/205/GCA_001564205.1_ASM156420v1",
